id,score
2,0.4557047750820065
6,0.2854136134968321
7,0.3337340142423047
13,0.4074439217075357
17,0.2705716360145165
21,0.4673580135228908
32,0.4325214338964359
38,0.357089925496818
39,0.2428993515319309
40,0.3467410354437001
48,0.2930701862423574
49,0.3143620518945798
52,0.3581258791576439
59,0.3306536693056685
63,0.4243806388515159
66,0.2704229664802061
68,0.309871024163229
76,0.2846566729273187
78,0.4875110883644225
80,0.2800000200512634
83,0.3726608567102944
86,0.315966076707802
89,0.3330229849863171
92,0.3871903345512867
101,0.2385630211056344
103,0.2503422738314264
108,0.3358836315201028
121,0.4386367032279376
128,0.3945950867315171
143,0.3549360554460083
147,0.310473863717073
150,0.2463152371097492
158,0.249348484834068
172,0.2566764165771496
179,0.2735232232204591
180,0.314203867196837
181,0.2485077135565064
188,0.2265223524348182
190,0.2802681687845193
203,0.3895820453766982
208,0.3591570934739296
210,0.3942686168953395
213,0.3350505715039441
220,0.391678478632306
223,0.4785391505549125
224,0.2465175312218891
225,0.257717384999351
240,0.2520122107801832
247,0.4390734747847734
248,0.1887685334577024
266,0.3358621544471825
267,0.2707920651194828
278,0.2541974925151062
281,0.4507783873177503
282,0.3002159675205249
284,0.3513398986715406
293,0.3556647594107666
309,0.3081965183706369
312,0.2569574166144258
316,0.3264029900102048
319,0.2436588361457931
320,0.3065604803612328
321,0.3540858064098952
329,0.2747944909443042
331,0.416079324468758
341,0.3041292384318353
342,0.3659634911492267
347,0.31862042415857
361,0.3926129876514593
363,0.2289421285621122
368,0.3904064936647264
374,0.3168313350197673
375,0.4757614364315279
380,0.2909653457899954
381,0.3220017497807154
391,0.2929190398604037
393,0.3313633056113776
398,0.5048203471946127
400,0.4052870969374536
401,0.4173432522066047
402,0.204516193106304
404,0.2159826201256021
407,0.275576502966784
408,0.3222886688103479
425,0.2871412744812918
429,0.4441323632421991
430,0.3242025151182331
439,0.3846987877120046
447,0.2883760062579197
448,0.3930306979995503
449,0.3647443544585696
450,0.2259761080359005
452,0.34605571420778
453,0.2301784296908508
464,0.3684185468683116
466,0.2696296937712706
470,0.3475619847982375
474,0.3864780775494665
479,0.4232645246015452
481,0.2940068185560689
485,0.2515559380550503
486,0.2418556927390165
487,0.2987250696814123
488,0.2862373583807621
493,0.3253844738033878
494,0.4089679959317384
496,0.1868607872864232
501,0.410929674290342
517,0.4177491316130433
518,0.3038159003453188
521,0.3432732617464655
524,0.495856201209959
525,0.3509828554239231
531,0.294218207280282
532,0.3862108447601987
538,0.224314463837635
542,0.4692830683765777
543,0.2003470383223562
550,0.2767161899885454
554,0.483912524736128
570,0.2865173765205893
575,0.3924677684503413
576,0.2895234924143798
579,0.182267981537813
582,0.3924182616167025
589,0.2026187224477944
591,0.2592816265773995
599,0.3934628782357652
600,0.2497175307707533
612,0.4041540849420945
626,0.4511407844923134
627,0.330160212125443
654,0.0107567111444829
658,0.1994500142849498
660,0.2584294120622459
661,0.1947616664751681
663,0.2264580710920176
664,0.3252479409796991
665,0.2662976781917804
677,0.2631995161021393
680,0.2464342823340976
685,0.2679083122182611
686,0.24779483851496
691,0.3907250080554965
703,0.3580257656219116
705,0.2871299533496555
711,0.1779325570479673
715,0.2808697952961462
718,0.3607554156821657
742,0.3262238240246466
745,0.3691312717511637
747,0.3129800735118931
749,0.363415744388906
753,0.3741984936535085
754,0.3596341106678652
758,0.3261857537585775
761,0.3031570711768099
763,0.3896469837356193
764,0.4047399273807959
779,0.3449075960201246
785,0.2789150533258119
788,0.3306038880212515
789,0.2889337883571217
790,0.3725290479079728
795,0.2986665790132974
798,0.2974319860638639
799,0.3629175610086371
819,0.2450290162080525
824,0.3706490435862721
827,0.3347939642519983
838,0.3759318714086754
842,0.3197776139211519
843,0.2460442318736588
844,0.3479582518640348
846,0.3104535489481176
848,0.221810278778936
850,0.2660079657328908
852,0.3171291892090274
853,0.4190144566887208
857,0.4439489549791303
858,0.2455272579507696
867,0.2570195207749761
869,0.4570513585574522
872,0.3164034592554515
876,0.2950106368762531
879,0.3510348784799749
880,0.4206727430379864
884,0.3989209204516876
885,0.2582796791941152
888,0.2256000568631966
889,0.3038801524437576
890,0.336195978551003
893,0.33408611366726
902,0.2969226545287495
903,0.4208960842121494
906,0.2840118143760724
911,0.3181414760228515
913,0.3888286866269229
914,0.4016764082298574
922,0.3116000659452482
924,0.2840775421113073
925,0.399361495329677
928,0.3753560354773933
931,0.2764285180844662
932,0.2434643113553511
942,0.3087176373175186
945,0.3695033308525144
949,0.5000744187663512
958,0.2869015926401074
963,0.2472701876962686
964,0.2524443214780528
968,0.2514398417439535
972,0.3279656455458498
982,0.4070341051118643
983,0.4213558861634661
987,0.3474754449340039
988,0.3045800647235336
993,0.374715808002859
1001,0.2203830857550744
1012,0.2175694275294709
1023,0.3159441131068848
1030,0.255414524468495
1033,0.3098222811795862
1035,0.2327335168436615
1037,0.362904807002362
1039,0.3788530191784543
1041,0.2209497082380596
1047,0.382238624947211
1052,0.4012360925447439
1053,0.3402391870834908
1058,0.2777901538558583
1062,0.3309615318007886
1064,0.2912532845909407
1066,0.4010201519611108
1073,0.2237080380593873
1076,0.4469964683736758
1077,0.2822978324018684
1078,0.3925608221946313
1079,0.2492671852988285
1081,0.3824475612372898
1086,0.2632257446886015
1097,0.4029168125970808
1099,0.2781161412993347
1101,0.3322875121441476
1103,0.3680950648042629
1105,0.2654497318294913
1108,0.2652009010425913
1114,0.4863222822884227
1119,0.2655616220191704
1126,0.3509684304582176
1133,0.3209166286855731
1134,0.2536286400572382
1139,0.1814469993268365
1147,0.2178329366063917
1157,0.4815615004239265
1160,0.3485889802626633
1168,0.3065741706023315
1171,0.2151222441112604
1172,0.2623742837760516
1174,0.3565676407946507
1177,0.2870857252276455
1178,0.1923659206324259
1179,0.3733711724770988
1185,0.3697531655491607
1190,0.3961257218977888
1198,0.3986563322775615
1203,0.2766949130270176
1206,0.4398701232420439
1210,0.282563107516848
1215,0.3153095603780728
1220,0.3555883031514946
1228,0.4178968952187131
1237,0.330592585633127
1238,0.3419955191792304
1239,0.4874028649434148
1244,0.3562942645192695
1245,0.4514774751652937
1248,0.254146726282699
1249,0.3270746853837698
1255,0.4770792052249384
1256,0.4064713527283984
1261,0.4480143497072159
1269,0.4066108200870044
1278,0.2647413356271532
1289,0.4271695742968323
1292,0.3932445694461627
1293,0.3070691798963527
1295,0.3401630005474133
1303,0.2371491304607135
1316,0.2323125391499245
1341,0.500897028941158
